query,target,Similarity
CC(C)C[C@H](CNC(=O)c1ccc(O)nn1)N(C)C,Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,0.241683638832315
CC(Nc1ccccc1F)=C1C(=O)NC(=O)NC1=O,Cc1cccc(NC(=O)CCNC(=O)[C@@H]2COCCO2)c1,0.24166666666666667
C[C@@H](CNS(=O)(=O)C1CC1)NCc1cccc(CO)c1,O=C(CNC(=O)c1ccc2n[nH]cc2c1)NCC(F)F,0.24163027656477437
O=C1COc2ccc(NC(=O)c3cccc[n+]3[O-])cc2N1,O=C(Cc1cccc(Cl)c1)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0.2415824915824916
C[C@@H](CNS(=O)(=O)C1CC1)NCc1cccc(CO)c1,COC(=O)C(C)(C)NC(=O)CNC(=O)c1ccc(F)cc1,0.24158125915080528
O=C1[C@H]2OC[C@@H](O2)[C@@H]2ON=C(c3ccc4c(c3)OCO4)[C@H]12,Cc1[nH]nc(O)c1CC(=O)N[C@H](CC(=O)O)CC(C)C,0.24157303370786518
O=C1[C@H]2OC[C@@H](O2)[C@@H]2ON=C(c3ccc4c(c3)OCO4)[C@H]12,O=C(NC(CO)CO)c1cc(COc2ccccc2)[nH]n1,0.24152542372881355
O[C@@H]1[C@H]2O[C@@H]3O[C@@H]([C@@H]2OCc2ccccc2)[C@]2(CO2)[C@@H]1O3,COC(=O)[C@H](COCc1ccccc1)NC(=O)C(C)(C)N,0.24150485436893204
O=C(N[C@]1(CCO)CCOC1)c1nc[nH]c2nccc1-2,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.24149659863945577
O=C1[C@H]2OC[C@@H](O2)[C@@H]2ON=C(c3ccc4c(c3)OCO4)[C@H]12,C[C@H]1OCC[C@H]1S(=O)(=O)NCc1ccc(C(=O)O)cc1,0.24147727272727273
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,0.24147465437788018
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,O=C(Cc1n[nH]c(=O)c2ccccc12)NC[C@@H]1CCCO1,0.2414431082331175
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,N[C@@](CCCP(=O)(O)O)(Cc1ccccc1)C(=O)O,0.24142757172848145
C[C@@]1(C(=O)NCc2ccc(CO)c(F)c2)CCCNC1=O,CCc1noc(CCNC(=O)[C@]2(C)CCCO2)n1,0.2414187643020595
CC(=O)C[C@H](c1ccccc1)c1c(O)[nH]c(=O)[nH]c1=O,Cc1[nH]nc(O)c1CC(=O)N[C@H](CC(=O)O)CC(C)C,0.2414113277623027
O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,CN(CC(=O)O)S(=O)(=O)c1ccc2c(c1)OCO2,0.2413127413127413
CC(Nc1cccc(C(=O)O)c1)=C1C(=O)NC(=O)NC1=O,C[C@@]1(C(=O)NCc2ccc(CO)c(F)c2)CCCNC1=O,0.24126984126984127
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,Cc1cccc(NC(=O)CCNC(=O)[C@@H]2COCCO2)c1,0.24115456238361266
O=C(O)[C@@H]1Nc2cc(C(F)(F)F)ccc2S(=O)(=O)N1,CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](N)[C@H]1N,0.241112828438949
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,0.24103035878564857
C[C@H]1OCC[C@H]1S(=O)(=O)NCc1ccc(C(=O)O)cc1,C[C@@]1(C(=O)NCc2ccc(CO)c(F)c2)CCCNC1=O,0.2410196987253766
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H]1CCO1,0.2409972299168975
CC(Nc1cccc(C(=O)O)c1)=C1C(=O)NC(=O)NC1=O,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.24098867147270855
O=C(NCCc1nc(O)n[nH]1)c1ccnc(C2CC2)c1,NC(=O)c1nc(-c2ccccc2)oc1S(N)(=O)=O,0.24091293322062554
COC(=O)[C@H](COCc1ccccc1)NC(=O)C(C)(C)N,COC(=O)[C@](C)(O)CNC(=O)COc1cc(C)ccc1C,0.24081632653061225
CCCS(=O)(=O)NCC(=O)NCCc1ccccc1,CCOC(=O)CNS(=O)(=O)Cc1ccccc1,0.24081632653061225
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,0.24081237911025144
O=C(Cc1cccc(Cl)c1)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,NC(=O)NC(=O)COC(=O)c1cc(Cl)ccc1O,0.24079915878023134
O=C(COC(=O)c1ccc(O)cc1)NC[C@@H]1CCCO1,O=C1CC[C@H](C(=O)NCCc2ccc3c(c2)OCO3)N1,0.2407170294494238
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=C(O)c1cnc[nH]c1=NCC1(O)Cc2ccccc2C1,0.24059492563429571
NCc1cccc(C(=O)N(CCO)Cc2ncc[nH]2)c1,O=C(Nc1nnc[nH]1)c1c[nH]c(=O)c2ccccc12,0.24050632911392406
Cc1noc(-c2ccnc(NCCc3n[nH]c(=O)[nH]3)c2)n1,O=C(Nc1nnc[nH]1)c1c[nH]c(=O)c2ccccc12,0.24049513704686118
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](N)[C@H]1N,0.24046692607003892
CCOC(=O)c1cc(C(=O)OCC)c(=O)[nH]c1NN,CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](N)[C@H]1N,0.2404237978810106
CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,O=C1CC[C@H](C(=O)NCCc2ccc3c(c2)OCO3)N1,0.24035874439461882
CC(C)C[C@H](CNC(=O)c1ccc(O)nn1)N(C)C,O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,0.2403486924034869
O=C1CC[C@H](C(=O)NCCc2ccc3c(c2)OCO3)N1,COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,0.24031777557100298
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)[nH]c(=O)[nH]c1=O,0.24027657735522903
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,O=C(O)c1ccc(C(=O)NCCc2cnn[nH]2)s1,0.24024226110363392
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,COC(=O)C(C)(C)NC(=O)CNC(=O)c1ccc(F)cc1,0.24019607843137256
O=C(CNC(=O)c1ccc(=O)[nH]c1)NCc1ccco1,COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,0.24018475750577367
Cc1noc(COC(=O)CNC(=O)c2cccs2)n1,O=C(NC[C@@H]1CCCO1)c1ccnc(C(=O)O)c1,0.24013528748590757
Cc1noc(-c2ccnc(NCCc3n[nH]c(=O)[nH]3)c2)n1,O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,0.2400990099009901
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,CCc1noc(CCNC(=O)Cc2cc(C)no2)n1,0.24004486819966347
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,CCc1noc(CCNC(=O)Cc2cc(C)no2)n1,0.24004486819966347
CC(Nc1cccc(C(=O)O)c1)=C1C(=O)NC(=O)NC1=O,COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,0.23977695167286245
NCc1cccc(C(=O)N(CCO)Cc2ncc[nH]2)c1,C[C@H]1OCC[C@H]1S(=O)(=O)NCc1ccc(C(=O)O)cc1,0.23950617283950618
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,O=C(CNC(=O)c1ccc2n[nH]cc2c1)NCC(F)F,0.23947614593077643
O[C@@H]1[C@H]2O[C@@H]3O[C@@H]([C@@H]2OCc2ccccc2)[C@]2(CO2)[C@@H]1O3,COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,0.23946360153256704
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,COC(=O)CNC(=O)c1coc2ccccc2c1=O,0.23930846223839855
O=C(O)CNS(=O)(=O)c1ccc2c(c1)COC2,COC(=O)[C@H](COCc1ccccc1)NC(=O)C(C)(C)N,0.2393048128342246
Cc1noc(COC(=O)CNC(=O)c2cccs2)n1,COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,0.23928215353938184
O=C(NC[C@@H]1CCCO1)c1ccnc(C(=O)O)c1,COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,0.23927765237020315
CC(Nc1ccccc1F)=C1C(=O)NC(=O)NC1=O,Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,0.2391304347826087
O=C(N[C@]1(CCO)CCOC1)c1nc[nH]c2nccc1-2,COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,0.2391125718981101
Cc1noc(-c2ccnc(NCCc3n[nH]c(=O)[nH]3)c2)n1,O=C(Cc1n[nH]c(=O)c2ccccc12)NC[C@@H]1CCCO1,0.23907225691347012
NS(=O)(=O)c1cc(C(=O)O)cc2cccnc12,CC1=NNC(=O)[C@@H]1CCNC(=O)c1ccc(C(=O)O)cc1,0.23897435897435898
CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H]1CCO1,0.23895253682487724
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,NC(=O)NC(=O)COC(=O)c1cc(Cl)ccc1O,0.23895027624309392
O[C@@H]1[C@H]2O[C@@H]3O[C@@H]([C@@H]2OCc2ccccc2)[C@]2(CO2)[C@@H]1O3,O=C(COC(=O)c1ccc(O)cc1)NC[C@@H]1CCCO1,0.2388419782870929
O=C(NCCc1nc(O)n[nH]1)c1ccnc(C2CC2)c1,O=C(NC(CO)CO)c1cc(COc2ccccc2)[nH]n1,0.23877327491785322
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=C(Cc1cccc(Cl)c1)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0.23876651982378855
CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,0.23873873873873874
CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](N)[C@H]1N,0.23873517786561266
O=C1[C@H]2OC[C@@H](O2)[C@@H]2ON=C(c3ccc4c(c3)OCO4)[C@H]12,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.2387231089521166
Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.23860021208907742
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,O=C(Cc1cccc(Cl)c1)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0.23854660347551343
CC(C)C[C@H](CNC(=O)c1ccc(O)nn1)N(C)C,O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,0.23848515864892528
O=C(CNC(=O)c1ccc(Cl)cc1)O[C@@H]1CCOC1=O,CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,0.23845428840716307
O=C(O)CCC(=O)NCc1ccc(C(=O)O)cc1,NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,0.23840206185567012
COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,COc1ccc(CNC(=O)C(=O)NC(C)C)cc1,0.23832923832923833
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=C(NCCc1nc(O)n[nH]1)c1ccnc(C2CC2)c1,0.23832221163012393
NS(=O)(=O)c1cc(C(=O)O)cc2cccnc12,O=C(N[C@H]1CCS(=O)(=O)C1)c1cccc2c1COC2,0.2383093525179856
CC(Nc1ccccc1F)=C1C(=O)NC(=O)NC1=O,COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,0.2383073496659243
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,O=C(NC(CO)CO)c1cc(COc2ccccc2)[nH]n1,0.2383053839364519
COC(=O)Nc1nc2cc(S(=O)(=O)O)ccc2[nH]1,CNC(=O)C[C@H]1CS(=O)(=O)c2ccccc2O1,0.23828125
COC(=O)CNC(=O)c1coc2ccccc2c1=O,CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](N)[C@H]1N,0.23821765209940018
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,0.2382154882154882
CC(Nc1cccc(C(=O)O)c1)=C1C(=O)NC(=O)NC1=O,COC(=O)[C@H](COCc1ccccc1)NC(=O)C(C)(C)N,0.23820754716981132
O=C(Cc1n[nH]c(=O)c2ccccc12)NC[C@@H]1CCCO1,O=C(NCCc1nc(O)n[nH]1)c1ccnc(C2CC2)c1,0.23814133591481124
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,COC(=O)C(C)(C)NC(=O)CNC(=O)c1ccc(F)cc1,0.23809523809523808
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,0.23809523809523808
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,COC(=O)C(C)(C)NC(=O)CNC(=O)c1ccc(F)cc1,0.23809523809523808
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,0.23806228373702423
CCOC(=O)c1cc(C(=O)OCC)c(=O)[nH]c1NN,O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,0.2380546075085324
NCc1cccc(C(=O)N(CCO)Cc2ncc[nH]2)c1,C[C@@]1(C(=O)NCc2ccc(CO)c(F)c2)CCCNC1=O,0.23803680981595093
O=C(NCCc1nc(Cc2ccccc2)no1)[C@H]1C=CCN1,O=C1CC[C@H](C(=O)NCCOc2ccc(F)cc2)N1,0.2380352644836272
O[C@@H]1[C@H]2O[C@@H]3O[C@@H]([C@@H]2OCc2ccccc2)[C@]2(CO2)[C@@H]1O3,O=C(N[C@]1(CCO)CCOC1)c1nc[nH]c2nccc1-2,0.23801652892561984
O=C(O)CCC(=O)NCc1ccc(C(=O)O)cc1,COC(=O)[C@H](COCc1ccccc1)NC(=O)C(C)(C)N,0.23793103448275862
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H]1CCO1,0.2379182156133829
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.23790322580645162
CC(=O)C[C@H](c1ccccc1)c1c(O)[nH]c(=O)[nH]c1=O,COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,0.2378964941569282
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,Cc1cccc(NC(=O)CCNC(=O)[C@@H]2COCCO2)c1,0.23788546255506607
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,C[C@@H](CNS(=O)(=O)C1CC1)NCc1cccc(CO)c1,0.2378698224852071
CCOC(=O)c1cc(C(=O)OCC)c(=O)[nH]c1NN,O=C(Cc1n[nH]c(=O)c2ccccc12)NC[C@@H]1CCCO1,0.23765690376569037
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,O=C(NC(CO)CO)c1cc(COc2ccccc2)[nH]n1,0.2376502002670227
COC(=O)[C@H](COCc1ccccc1)NC(=O)C(C)(C)N,COc1ccc(CNC(=O)C(=O)NC(C)C)cc1,0.2376068376068376
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,0.23758278145695363
CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,NC(=O)NC(=O)COC(=O)c1cc(Cl)ccc1O,0.2375586854460094
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,O=C(O)c1cnc[nH]c1=NCC1(O)Cc2ccccc2C1,0.23753399818676338
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,NCc1cccc(C(=O)N(CCO)Cc2ncc[nH]2)c1,0.2375
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,C[C@H](NS(=O)(=O)[C@H](C)C(=O)N(C)C)c1cccnc1,0.2374749498997996
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,COC(=O)CNC(=O)c1coc2ccccc2c1=O,0.23737821080602303
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,0.23734439834024895
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,NC(=O)c1nc(-c2ccccc2)oc1S(N)(=O)=O,0.23732904263877716
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C(N[C@]1(CCO)CCOC1)c1nc[nH]c2nccc1-2,0.23731587561374795
CC(Nc1ccccc1F)=C1C(=O)NC(=O)NC1=O,Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,0.23728813559322035
CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,O=C(Cc1cccc(Cl)c1)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0.23724696356275304
O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,O=C(COC(=O)c1ccc(O)cc1)NC[C@@H]1CCCO1,0.23719376391982183
O=C(Cc1n[nH]c(=O)c2ccccc12)NC[C@@H]1CCCO1,OCCCCCNc1cc([C@@H]2CCOC2)ncn1,0.23715415019762845
O=C(O)CCC(=O)NCc1ccc(C(=O)O)cc1,O=C(CNC(=O)c1ccc(=O)[nH]c1)NCc1ccco1,0.23703703703703705
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,0.23697068403908794
CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](N)[C@H]1N,O=C(O)c1cnc[nH]c1=NCC1(O)Cc2ccccc2C1,0.2369098712446352
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,O=C(O)CCC(=O)NCc1ccc(C(=O)O)cc1,0.23687580025608196
CCCNC(=O)NCc1cccc(S(=O)(=O)NC)c1,O=C(CNC(=O)c1ccc2n[nH]cc2c1)NCC(F)F,0.23684210526315788
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,O=C(NC[C@@H]1CCCO1)c1ccnc(C(=O)O)c1,0.2366812227074236
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,Cc1noc(COC(=O)CNC(=O)c2cccs2)n1,0.23668032786885246
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,Cc1noc(COC(=O)CNC(=O)c2cccs2)n1,0.23666666666666666
O[C@@H]1[C@H]2O[C@@H]3O[C@@H]([C@@H]2OCc2ccccc2)[C@]2(CO2)[C@@H]1O3,O=C(N[C@H]1CCS(=O)(=O)C1)c1cccc2c1COC2,0.2366412213740458
COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,O=C(O)c1cnc[nH]c1=NCC1(O)Cc2ccccc2C1,0.23658751099384345
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,COc1ccc(CNC(=O)C(=O)NC(C)C)cc1,0.23657289002557544
O=C(Cc1cccc(Cl)c1)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.23655913978494625
O=C1CC[C@H](C(=O)NCCc2ccc3c(c2)OCO3)N1,NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,0.23643807574206754
CC(C)C[C@H](CNC(=O)c1ccc(O)nn1)N(C)C,COC(=O)CNC(=O)c1coc2ccccc2c1=O,0.23641851106639838
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,NC(=O)c1nc(-c2ccccc2)oc1S(N)(=O)=O,0.23637820512820512
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,0.23636363636363636
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,0.23636363636363636
NCc1cccc(C(=O)N(CCO)Cc2ncc[nH]2)c1,Cc1noc(COC(=O)CNC(=O)c2cccs2)n1,0.23629719853836784
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C(O)c1cnc[nH]c1=NCC1(O)Cc2ccccc2C1,0.23627906976744187
CC(C)C[C@H](NC(=O)CC1CCNCC1)C(N)=O,C[C@@]1(C(=O)NCc2ccc(CO)c(F)c2)CCCNC1=O,0.2361963190184049
CC(=O)C[C@H](c1ccccc1)c1c(O)[nH]c(=O)[nH]c1=O,CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](N)[C@H]1N,0.23615635179153094
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,O=C(NC(CO)CO)c1cc(COc2ccccc2)[nH]n1,0.2360774818401937
CC(=O)C[C@H](c1ccccc1)c1c(O)[nH]c(=O)[nH]c1=O,CC(Nc1cccc(C(=O)O)c1)=C1C(=O)NC(=O)NC1=O,0.23606271777003485
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,C[C@H](O)CNc1c(NCc2ccco2)c(=O)c1=O,0.23605150214592274
CC(Nc1cccc(C(=O)O)c1)=C1C(=O)NC(=O)NC1=O,O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,0.23605150214592274
O=C(COC(=O)c1ccc(O)cc1)NC[C@@H]1CCCO1,CCCNC(=O)C(=O)NCCc1ccc(OC)c(OC)c1,0.2360248447204969
O=C(NCCc1nc(O)n[nH]1)c1ccnc(C2CC2)c1,O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,0.2360248447204969
O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,O=C1CC[C@H](C(=O)NCCOc2ccc(F)cc2)N1,0.23582766439909297
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,0.23580786026200873
Cc1cccc(NC(=O)CCNC(=O)[C@@H]2COCCO2)c1,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.235781990521327
C[C@@H](CCC(=O)O)N(C)C(=O)[C@@H]1CCCS1(=O)=O,Cc1[nH]nc(O)c1CC(=O)N[C@H](CC(=O)O)CC(C)C,0.23575418994413408
O[C@@H]1[C@H]2O[C@@H]3O[C@@H]([C@@H]2OCc2ccccc2)[C@]2(CO2)[C@@H]1O3,O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,0.23574144486692014
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,O=C(O)c1ccc(C(=O)NCCc2cnn[nH]2)s1,0.23572170301142265
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,O=C(COC(=O)c1ccc(O)cc1)NC[C@@H]1CCCO1,0.2357142857142857
CNC(=O)C[C@H]1CS(=O)(=O)c2ccccc2O1,O=C(N[C@H]1CCS(=O)(=O)C1)c1cccc2c1COC2,0.2357080035180299
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,Cc1[nH]nc(O)c1CC(=O)N[C@H](CC(=O)O)CC(C)C,0.2356687898089172
O[C@@H]1[C@H]2O[C@@H]3O[C@@H]([C@@H]2OCc2ccccc2)[C@]2(CO2)[C@@H]1O3,Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,0.23565573770491804
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,N[C@@](CCCP(=O)(O)O)(Cc1ccccc1)C(=O)O,0.23556317895940537
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,N[C@@](CCCP(=O)(O)O)(Cc1ccccc1)C(=O)O,0.23556317895940537
O=C1CC[C@H](C(=O)NCCc2ccc3c(c2)OCO3)N1,O=C(N[C@H]1CCS(=O)(=O)C1)c1cccc2c1COC2,0.23552894211576847
CCOC(=O)[C@H](C)OC(=O)c1c(C)cc[nH]c1=O,CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,0.23548650858544562
O=C(CNC(=O)c1ccc(=O)[nH]c1)NCc1ccco1,O=C(NC[C@@H](O)c1cccs1)C(=O)Nc1cccnc1,0.23542600896860988
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,CNC(=O)C[C@H]1CS(=O)(=O)c2ccccc2O1,0.2353896103896104
Cc1noc(COC(=O)CNC(=O)c2cccs2)n1,NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,0.23535457348406988
CCOC(=O)c1cc(C(=O)OCC)c(=O)[nH]c1NN,Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,0.23529411764705882
O=C(N[C@]1(CCO)CCOC1)c1nc[nH]c2nccc1-2,C[C@H]1OCC[C@H]1S(=O)(=O)NCc1ccc(C(=O)O)cc1,0.23524305555555555
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,O=C1CC[C@H](C(=O)NCCc2ccc3c(c2)OCO3)N1,0.23524305555555555
O=c1[nH]c(O)c(Cc2ccc3c(c2)OCO3)c(=O)[nH]1,CNC(=O)C[C@H]1CS(=O)(=O)c2ccccc2O1,0.23524150268336314
COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,0.23523809523809525
O=c1[nH]c(O)c(Cc2ccc3c(c2)OCO3)c(=O)[nH]1,NC(=O)c1nc(-c2ccccc2)oc1S(N)(=O)=O,0.2352
